spec,family,rp,out,preproc,extractor,params,spec_sim,codec,task,seed,dim,F,C,epochs,sim,weight,multi,proto_bits,quant_train,val_acc,id_acc,margin_id,geom_fid,fit_s,mem_kb,vec_bits,ops_per_query,ext_bits,ext_ops,rp_density,rp_rank,acc_shift_6,margin_ood,acc_shift_12,acc_shift_18
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,shift,1,32,64,30,30,cosine,uniform,1,32,0,0.12333333492279053,0.12866666913032532,-0.16718915104866028,0.004673961781798109,0.029,11.75,1.0,3040,0,0,,,0.06266666948795319,-0.21452543139457703,0.04933333396911621,0.04399999976158142
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,shift,1,32,64,30,30,cosine,uniform,1,32,0,0.9775000214576721,0.9779999852180481,0.3630650043487549,0.5123840577464459,0.304,12.25,1.0,3168,0,0,,,0.8466666340827942,0.20866285264492035,0.5693333148956299,0.33799999952316284
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,shift,1,32,64,30,30,cosine,uniform,1,32,0,0.6516667008399963,0.6340000033378601,0.05722885951399803,0.4492424628520525,0.014,11.75,1.0,3040,0,0,,,0.47333332896232605,-0.02414262853562832,0.30399999022483826,0.1966666579246521
gaussian,linear,gaussian,bipolar,none,raw,,,,shift,1,64,64,30,30,cosine,uniform,1,32,0,0.8741666674613953,0.8586666584014893,0.1326155960559845,0.6118984833455416,0.01,23.5,1.0,6080,0,0,1.0,64.0,0.6653333306312561,0.05024467036128044,0.4426666498184204,0.28999999165534973
rademacher,linear,rademacher,bipolar,none,raw,,,,shift,1,64,64,30,30,cosine,uniform,1,32,0,0.862500011920929,0.8659999966621399,0.13235698640346527,0.5690176851651981,0.009,23.5,1.0,6080,0,0,1.0,64.0,0.6380000114440918,0.040619686245918274,0.3853333294391632,0.24666666984558105
very_sparse,linear,very_sparse,bipolar,none,raw,,,,shift,1,64,64,30,30,cosine,uniform,1,32,0,0.8550000190734863,0.840666651725769,0.11993689835071564,0.5549110406284544,0.009,9.72,1.0,2552,0,0,0.1387,64.0,0.6039999723434448,0.0329551100730896,0.335999995470047,0.21400000154972076
count_sketch,linear,count_sketch,bipolar,none,raw,,,,shift,1,64,64,30,30,cosine,uniform,1,32,0,0.815833330154419,0.7893333435058594,0.042310141026973724,0.5407903136991478,0.009,7.75,1.0,2048,0,0,0.0156,42.0,0.5899999737739563,0.011561739258468151,0.36800000071525574,0.21533332765102386
srht,linear,srht,bipolar,none,raw,,,,shift,1,64,64,30,30,cosine,uniform,1,32,0,0.78083336353302,0.7986666560173035,0.10397762060165405,0.4951497448059408,0.009,23.5,1.0,6080,0,0,1.0,43.0,0.5546666383743286,0.01546001061797142,0.3086666762828827,0.18066667020320892
orthogonal,linear,orthogonal,bipolar,none,raw,,,,shift,1,64,64,30,30,cosine,uniform,1,32,0,0.9475000500679016,0.9546666741371155,0.2024773359298706,0.6637028144102076,0.008,23.5,1.0,6080,0,0,1.0,64.0,0.8026666641235352,0.10156720876693726,0.4946666657924652,0.30266666412353516
sobol,linear,sobol,bipolar,none,raw,,,,shift,1,64,64,30,30,cosine,uniform,1,32,0,0.85916668176651,0.8499999642372131,0.11910983920097351,0.5571068935708227,0.012,23.5,1.0,6080,0,0,1.0,64.0,0.6060000061988831,0.02841881848871708,0.3453333377838135,0.18533332645893097
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,shift,1,64,64,30,30,cosine,uniform,1,32,0,0.9041666984558105,0.8793333172798157,0.050815023481845856,0.3947707827736569,0.032,23.75,32.0,6080,0,0,,,0.6206666827201843,0.01561326626688242,0.2926666736602783,0.1146666631102562
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,shift,1,64,64,30,30,cosine,uniform,1,32,0,0.24833333492279053,0.24266666173934937,-0.06738919019699097,0.009614891705500533,0.031,23.51,1.0,6080,0,0,,,0.0833333358168602,-0.12016811966896057,0.03399999812245369,0.03866666555404663
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,shift,1,64,64,30,30,cosine,uniform,1,32,0,0.9908333420753479,0.9919999837875366,0.3919728696346283,0.5871142988494412,0.308,24.0,1.0,6208,0,0,,,0.8953333497047424,0.22864961624145508,0.5706666707992554,0.27799999713897705
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,shift,1,64,64,30,30,cosine,uniform,1,32,0,0.8683333396911621,0.8726666569709778,0.14062762260437012,0.5663271325044217,0.014,23.5,1.0,6080,0,0,,,0.6539999842643738,0.04854961112141609,0.42399999499320984,0.2993333339691162
gaussian,linear,gaussian,bipolar,none,raw,,,,shift,1,128,64,30,30,cosine,uniform,1,32,0,0.9516667127609253,0.9440000057220459,0.18636758625507355,0.712857997940081,0.007,47.0,1.0,12160,0,0,1.0,64.0,0.8206666707992554,0.09978178143501282,0.5960000157356262,0.3686666488647461
rademacher,linear,rademacher,bipolar,none,raw,,,,shift,1,128,64,30,30,cosine,uniform,1,32,0,0.9608333706855774,0.9539999961853027,0.20392175018787384,0.6953864495874187,0.006,47.0,1.0,12160,0,0,1.0,64.0,0.7839999794960022,0.10117641091346741,0.5366666316986084,0.34200000762939453
very_sparse,linear,very_sparse,bipolar,none,raw,,,,shift,1,128,64,30,30,cosine,uniform,1,32,0,0.9550000429153442,0.9553333520889282,0.1973106861114502,0.6932388475110935,0.006,19.2,1.0,5043,0,0,0.1312,64.0,0.7839999794960022,0.09522902220487595,0.47599998116493225,0.27000001072883606
count_sketch,linear,count_sketch,bipolar,none,raw,,,,shift,1,128,64,30,30,cosine,uniform,1,32,0,0.9066666960716248,0.8973333239555359,0.035467445850372314,0.5965444783560983,0.009,15.25,1.0,4032,0,0,0.0078,52.0,0.7126666307449341,0.01396401971578598,0.3919999897480011,0.23199999332427979
srht,linear,srht,bipolar,none,raw,,,,shift,1,128,64,30,30,cosine,uniform,1,32,0,0.9200000166893005,0.9020000100135803,0.16870653629302979,0.581500932576851,0.009,47.0,1.0,12160,0,0,1.0,59.0,0.7053333520889282,0.068743497133255,0.4046666622161865,0.20399999618530273
orthogonal,linear,orthogonal,bipolar,none,raw,,,,shift,1,128,64,30,30,cosine,uniform,1,32,0,0.98416668176651,0.9826666712760925,0.23362210392951965,0.7783384418642779,0.006,47.0,1.0,12160,0,0,1.0,64.0,0.8779999613761902,0.12680456042289734,0.5353333353996277,0.2473333328962326
sobol,linear,sobol,bipolar,none,raw,,,,shift,1,128,64,30,30,cosine,uniform,1,32,0,0.9608333706855774,0.9639999866485596,0.20700030028820038,0.7093529587555113,0.008,47.0,1.0,12160,0,0,1.0,64.0,0.768666684627533,0.08595434576272964,0.335999995470047,0.12600000202655792
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,shift,1,128,64,30,30,cosine,uniform,1,32,0,0.9725000262260437,0.9666666388511658,0.0852830708026886,0.5225205928169878,0.028,47.5,32.0,12160,0,0,,,0.7580000162124634,0.03923102095723152,0.3580000102519989,0.10799999535083771
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,shift,1,128,64,30,30,cosine,uniform,1,32,0,0.45000001788139343,0.46133333444595337,-0.005681207403540611,0.01613878651314457,0.03,47.02,1.0,12160,0,0,,,0.13866665959358215,-0.05193236097693443,0.047333333641290665,0.036666665226221085
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,shift,1,128,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9940000176429749,0.4085038900375366,0.6500289071705546,0.34,47.5,1.0,12288,0,0,,,0.9259999990463257,0.24456708133220673,0.637333333492279,0.32600000500679016
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,shift,1,128,64,30,30,cosine,uniform,1,32,0,0.96833336353302,0.9566666483879089,0.2012777328491211,0.6889456399726664,0.012,47.0,1.0,12160,0,0,,,0.7960000038146973,0.09739608317613602,0.5199999809265137,0.3253333270549774
gaussian,linear,gaussian,bipolar,none,raw,,,,shift,1,256,64,30,30,cosine,uniform,1,32,0,0.9850000143051147,0.9753333330154419,0.22000658512115479,0.8106204610052659,0.006,94.0,1.0,24320,0,0,1.0,64.0,0.887333333492279,0.12703071534633636,0.6206666827201843,0.3493333160877228
rademacher,linear,rademacher,bipolar,none,raw,,,,shift,1,256,64,30,30,cosine,uniform,1,32,0,0.9808333516120911,0.9800000190734863,0.23017576336860657,0.8031446537882386,0.006,94.0,1.0,24320,0,0,1.0,64.0,0.8399999737739563,0.11933992058038712,0.5226666331291199,0.26133331656455994
very_sparse,linear,very_sparse,bipolar,none,raw,,,,shift,1,256,64,30,30,cosine,uniform,1,32,0,0.9800000190734863,0.9826666712760925,0.22542569041252136,0.8071747549318093,0.006,38.22,1.0,10040,0,0,0.1284,64.0,0.8639999628067017,0.11936181783676147,0.5699999928474426,0.3166666626930237
count_sketch,linear,count_sketch,bipolar,none,raw,,,,shift,1,256,64,30,30,cosine,uniform,1,32,0,0.9416666626930237,0.9333333373069763,0.021137623116374016,0.6294239791240165,0.007,30.25,1.0,8000,0,0,0.0039,58.0,0.7593333125114441,0.009501435793936253,0.4413333237171173,0.27399998903274536
srht,linear,srht,bipolar,none,raw,,,,shift,1,256,64,30,30,cosine,uniform,1,32,0,0.9375,0.9366666674613953,0.1846805363893509,0.6096209705076541,0.007,94.0,1.0,24320,0,0,1.0,64.0,0.765333354473114,0.0896279364824295,0.4946666657924652,0.30533331632614136
orthogonal,linear,orthogonal,bipolar,none,raw,,,,shift,1,256,64,30,30,cosine,uniform,1,32,0,0.9925000071525574,0.9866666793823242,0.24600163102149963,0.8658664867852575,0.007,94.0,1.0,24320,0,0,1.0,64.0,0.921999990940094,0.1401316523551941,0.590666651725769,0.29133331775665283
sobol,linear,sobol,bipolar,none,raw,,,,shift,1,256,64,30,30,cosine,uniform,1,32,0,0.987500011920929,0.9879999756813049,0.2383340448141098,0.8359610398617624,0.008,94.0,1.0,24320,0,0,1.0,64.0,0.8493333458900452,0.11294329911470413,0.40066665410995483,0.1653333306312561
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,shift,1,256,64,30,30,cosine,uniform,1,32,0,0.9850000143051147,0.9806666374206543,0.09453260898590088,0.620803895638114,0.028,95.0,32.0,24320,0,0,,,0.7833333015441895,0.03766584396362305,0.32999998331069946,0.10333333164453506
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,shift,1,256,64,30,30,cosine,uniform,1,32,0,0.7125000357627869,0.70333331823349,0.027652882039546967,0.021568695764093388,0.027,94.03,1.0,24320,0,0,,,0.2446666657924652,-0.028241924941539764,0.057999998331069946,0.03733333200216293
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,shift,1,256,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.996666669845581,0.42484593391418457,0.6877219482628344,0.338,94.5,1.0,24448,0,0,,,0.9226666688919067,0.23927147686481476,0.5766666531562805,0.24400000274181366
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,shift,1,256,64,30,30,cosine,uniform,1,32,0,0.9883333444595337,0.9800000190734863,0.22398750483989716,0.8068249056755504,0.013,94.0,1.0,24320,0,0,,,0.8773333430290222,0.12538696825504303,0.5846666693687439,0.3086666762828827
gaussian,linear,gaussian,bipolar,none,raw,,,,shift,1,512,64,30,30,cosine,uniform,1,32,0,0.9908333420753479,0.9860000014305115,0.24046951532363892,0.8864091350609324,0.006,188.0,1.0,48640,0,0,1.0,64.0,0.9213333129882812,0.14473389089107513,0.6713333129882812,0.37066665291786194
rademacher,linear,rademacher,bipolar,none,raw,,,,shift,1,512,64,30,30,cosine,uniform,1,32,0,0.9941666722297668,0.9893333315849304,0.24460262060165405,0.8852217762910883,0.006,188.0,1.0,48640,0,0,1.0,64.0,0.906000018119812,0.13800379633903503,0.5899999737739563,0.30266666412353516
very_sparse,linear,very_sparse,bipolar,none,raw,,,,shift,1,512,64,30,30,cosine,uniform,1,32,0,0.9925000071525574,0.9879999756813049,0.24372999370098114,0.8877840515342839,0.006,76.36,1.0,20060,0,0,0.1278,64.0,0.9113333225250244,0.1395806223154068,0.6340000033378601,0.36666667461395264
count_sketch,linear,count_sketch,bipolar,none,raw,,,,shift,1,512,64,30,30,cosine,uniform,1,32,0,0.9550000429153442,0.9446666836738586,0.011089912615716457,0.6428823599052831,0.008,60.25,1.0,15936,0,0,0.002,60.0,0.7773333191871643,0.005378759931772947,0.47733333706855774,0.28333333134651184
srht,linear,srht,bipolar,none,raw,,,,shift,1,512,64,30,30,cosine,uniform,1,32,0,0.9458333849906921,0.9453333020210266,0.19914191961288452,0.6298219804074099,0.008,188.0,1.0,48640,0,0,1.0,64.0,0.8140000104904175,0.10536046326160431,0.527999997138977,0.30933332443237305
orthogonal,linear,orthogonal,bipolar,none,raw,,,,shift,1,512,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9913333058357239,0.25448253750801086,0.9254467620082856,0.007,188.0,1.0,48640,0,0,1.0,64.0,0.9413332939147949,0.14955072104930878,0.6726666688919067,0.37533333897590637
sobol,linear,sobol,bipolar,none,raw,,,,shift,1,512,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.996666669845581,0.2537592053413391,0.9181927187983295,0.008,188.0,1.0,48640,0,0,1.0,64.0,0.918666660785675,0.1427900195121765,0.6006666421890259,0.25866666436195374
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,shift,1,512,64,30,30,cosine,uniform,1,32,0,0.9950000047683716,0.9933333396911621,0.12845465540885925,0.5904396392343301,0.026,190.0,32.0,48640,0,0,,,0.8526666760444641,0.05413910374045372,0.3739999830722809,0.08933333307504654
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,shift,1,512,64,30,30,cosine,uniform,1,32,0,0.9041666984558105,0.8986666798591614,0.05372031778097153,0.027058004478557232,0.026,188.06,1.0,48640,0,0,,,0.4266666769981384,-0.004671786446124315,0.06066666543483734,0.03133333474397659
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,shift,1,512,64,30,30,cosine,uniform,1,32,0,1.0,0.9979999661445618,0.427166223526001,0.7064501245290674,0.343,188.5,1.0,48768,0,0,,,0.9359999895095825,0.24655380845069885,0.5973333120346069,0.26466667652130127
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,shift,1,512,64,30,30,cosine,uniform,1,32,0,0.9925000071525574,0.9873332977294922,0.24337418377399445,0.8870428764957182,0.014,188.0,1.0,48640,0,0,,,0.8933333158493042,0.1320347636938095,0.5519999861717224,0.27666667103767395
gaussian,linear,gaussian,bipolar,none,raw,,,,shift,1,1024,64,30,30,cosine,uniform,1,32,0,1.0,0.9926666617393494,0.25013864040374756,0.9356412907035259,0.007,376.0,1.0,97280,0,0,1.0,64.0,0.9273332953453064,0.1465594619512558,0.6426666378974915,0.3100000023841858
rademacher,linear,rademacher,bipolar,none,raw,,,,shift,1,1024,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9900000095367432,0.25113439559936523,0.9376317030401217,0.007,376.0,1.0,97280,0,0,1.0,64.0,0.9253333210945129,0.1480853110551834,0.6266666650772095,0.28200000524520874
very_sparse,linear,very_sparse,bipolar,none,raw,,,,shift,1,1024,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9913333058357239,0.2521273195743561,0.9358616377010147,0.007,152.43,1.0,40047,0,0,0.1267,64.0,0.9046666622161865,0.13716141879558563,0.578000009059906,0.27799999713897705
count_sketch,linear,count_sketch,bipolar,none,raw,,,,shift,1,1024,64,30,30,cosine,uniform,1,32,0,0.9600000381469727,0.9413332939147949,0.005534617230296135,0.6469270429288454,0.008,120.25,1.0,31808,0,0,0.001,61.0,0.7906666398048401,0.0027200491167604923,0.4793333411216736,0.2826666533946991
srht,linear,srht,bipolar,none,raw,,,,shift,1,1024,64,30,30,cosine,uniform,1,32,0,0.9466667175292969,0.95333331823349,0.19646073877811432,0.6482739782115264,0.01,376.0,1.0,97280,0,0,1.0,64.0,0.7773333191871643,0.09886487573385239,0.5286666750907898,0.33666667342185974
orthogonal,linear,orthogonal,bipolar,none,raw,,,,shift,1,1024,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.9946666359901428,0.2571920156478882,0.9603912385909575,0.009,376.0,1.0,97280,0,0,1.0,64.0,0.9426666498184204,0.15182596445083618,0.6660000085830688,0.31599998474121094
sobol,linear,sobol,bipolar,none,raw,,,,shift,1,1024,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9973333477973938,0.2574752867221832,0.9575346454399841,0.009,376.0,1.0,97280,0,0,1.0,64.0,0.940666675567627,0.1522957980632782,0.6673333048820496,0.32733333110809326
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,shift,1,1024,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9926666617393494,0.13519887626171112,0.6495470274553127,0.029,380.0,32.0,97280,0,0,,,0.8913333415985107,0.06106029078364372,0.4740000069141388,0.12466666847467422
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,shift,1,1024,64,30,30,cosine,uniform,1,32,0,0.9625000357627869,0.9519999623298645,0.06675177812576294,0.028165184759253423,0.026,376.12,1.0,97280,0,0,,,0.6153333187103271,0.009536724537611008,0.09200000017881393,0.04066666588187218
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,shift,1,1024,64,30,30,cosine,uniform,1,32,0,1.0,0.9973333477973938,0.4280475974082947,0.7196834409029632,0.339,376.5,1.0,97408,0,0,,,0.9413332939147949,0.25050824880599976,0.6226666569709778,0.281333327293396
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,shift,1,1024,64,30,30,cosine,uniform,1,32,0,0.9958333373069763,0.9940000176429749,0.25204211473464966,0.9370566646278355,0.02,376.0,1.0,97280,0,0,,,0.9239999651908875,0.14898742735385895,0.6446666717529297,0.3173333406448364
gaussian,linear,gaussian,bipolar,none,raw,,,,shift,1,2048,64,30,30,cosine,uniform,1,32,0,1.0,0.9953333139419556,0.2556321918964386,0.9667889058706503,0.009,752.0,1.0,194560,0,0,1.0,64.0,0.9333333373069763,0.15003307163715363,0.6513333320617676,0.30266666412353516
rademacher,linear,rademacher,bipolar,none,raw,,,,shift,1,2048,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9946666359901428,0.2553027868270874,0.9665892804381613,0.009,752.0,1.0,194560,0,0,1.0,64.0,0.934666633605957,0.1477860063314438,0.6299999952316284,0.2866666615009308
very_sparse,linear,very_sparse,bipolar,none,raw,,,,shift,1,2048,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9926666617393494,0.2559327185153961,0.9656646580626808,0.009,304.43,1.0,79983,0,0,0.1258,64.0,0.9246666431427002,0.14635436236858368,0.6213333010673523,0.30533331632614136
count_sketch,linear,count_sketch,bipolar,none,raw,,,,shift,1,2048,64,30,30,cosine,uniform,1,32,0,0.9616667032241821,0.9480000138282776,0.0028587551787495613,0.6524861251990582,0.01,240.25,1.0,63552,0,0,0.0005,62.0,0.7960000038146973,0.001431264914572239,0.4806666672229767,0.29133331775665283
srht,linear,srht,bipolar,none,raw,,,,shift,1,2048,64,30,30,cosine,uniform,1,32,0,0.9466667175292969,0.9593333005905151,0.19719278812408447,0.654371473243519,0.011,752.0,1.0,194560,0,0,1.0,64.0,0.7786666750907898,0.09477636963129044,0.46799999475479126,0.25733333826065063
orthogonal,linear,orthogonal,bipolar,none,raw,,,,shift,1,2048,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.9940000176429749,0.2588230073451996,0.9796739218284962,0.017,752.0,1.0,194560,0,0,1.0,64.0,0.940666675567627,0.15400397777557373,0.6726666688919067,0.3453333377838135
sobol,linear,sobol,bipolar,none,raw,,,,shift,1,2048,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.9979999661445618,0.2589271068572998,0.9781464323591351,0.027,752.0,1.0,194560,0,0,1.0,64.0,0.9393333196640015,0.1545112431049347,0.6700000166893005,0.31466665863990784
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,shift,1,2048,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.9946666359901428,0.14429756999015808,0.6989812658175756,0.048,760.0,32.0,194560,0,0,,,0.9233333468437195,0.06626475602388382,0.4946666657924652,0.09066666662693024
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,shift,1,2048,64,30,30,cosine,uniform,1,32,0,0.9816666841506958,0.9746666550636292,0.07399187237024307,0.032140310445298234,0.034,752.25,1.0,194560,0,0,,,0.7319999933242798,0.01701042242348194,0.10333333164453506,0.03866666555404663
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,shift,1,2048,64,30,30,cosine,uniform,1,32,0,1.0,0.9993333220481873,0.4281836748123169,0.7267766462770344,0.317,752.5,1.0,194688,0,0,,,0.9386666417121887,0.24809037148952484,0.6053333282470703,0.2680000066757202
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,shift,1,2048,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9940000176429749,0.2569029629230499,0.9678169090167549,0.043,752.0,1.0,194560,0,0,,,0.9413332939147949,0.15366320312023163,0.6819999814033508,0.3266666531562805
gaussian,linear,gaussian,bipolar,none,raw,,,,shift,1,4096,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.996666669845581,0.2578774392604828,0.9828754963327289,0.017,1504.0,1.0,389120,0,0,1.0,64.0,0.9473333358764648,0.15247175097465515,0.6613333225250244,0.30266666412353516
rademacher,linear,rademacher,bipolar,none,raw,,,,shift,1,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9959999918937683,0.2580358386039734,0.9826778147136952,0.019,1504.0,1.0,389120,0,0,1.0,64.0,0.937333345413208,0.15116572380065918,0.6506666541099548,0.2993333339691162
very_sparse,linear,very_sparse,bipolar,none,raw,,,,shift,1,4096,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9953333139419556,0.25756338238716125,0.9811936104573347,0.016,608.57,1.0,159891,0,0,0.1256,64.0,0.940666675567627,0.15070071816444397,0.6346666812896729,0.2980000078678131
count_sketch,linear,count_sketch,bipolar,none,raw,,,,shift,1,4096,64,30,30,cosine,uniform,1,32,0,0.9641667008399963,0.9519999623298645,0.0014585262397304177,0.6573283561120802,0.016,480.25,1.0,127040,0,0,0.0002,63.0,0.8026666641235352,0.0007218044484034181,0.48399999737739563,0.28866666555404663
srht,linear,srht,bipolar,none,raw,,,,shift,1,4096,64,30,30,cosine,uniform,1,32,0,0.9458333849906921,0.95333331823349,0.20478059351444244,0.6619018012210589,0.021,1504.0,1.0,389120,0,0,1.0,64.0,0.8046666383743286,0.09815023839473724,0.4819999933242798,0.2540000081062317
orthogonal,linear,orthogonal,bipolar,none,raw,,,,shift,1,4096,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.9959999918937683,0.2606654763221741,0.9896495241316333,0.026,1504.0,1.0,389120,0,0,1.0,64.0,0.9459999799728394,0.15493223071098328,0.6753333210945129,0.33666667342185974
sobol,linear,sobol,bipolar,none,raw,,,,shift,1,4096,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.996666669845581,0.25925764441490173,0.9889263337237966,0.038,1504.0,1.0,389120,0,0,1.0,64.0,0.9440000057220459,0.15581795573234558,0.6813333034515381,0.3373333215713501
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,shift,1,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.996666669845581,0.14933224022388458,0.6197166665200514,0.043,1520.0,32.0,389120,0,0,,,0.8946666717529297,0.0442611388862133,0.19733333587646484,0.041333332657814026
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,shift,1,4096,64,30,30,cosine,uniform,1,32,0,0.9916666746139526,0.9833333492279053,0.0774909034371376,0.0336724813171082,0.034,1504.5,1.0,389120,0,0,,,0.831333339214325,0.02283533290028572,0.13199999928474426,0.03199999779462814
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,shift,1,4096,64,30,30,cosine,uniform,1,32,0,1.0,0.9973333477973938,0.42735740542411804,0.7323176411232912,0.343,1504.5,1.0,389248,0,0,,,0.9466666579246521,0.24972973763942719,0.6153333187103271,0.2633333206176758
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,shift,1,4096,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9946666359901428,0.2580004930496216,0.9827209399061916,0.064,1504.0,1.0,389120,0,0,,,0.9493333101272583,0.15723012387752533,0.718666672706604,0.421999990940094
gaussian,linear,gaussian,bipolar,none,raw,,,,shift,2,32,64,30,30,cosine,uniform,1,32,0,0.5800000429153442,0.621999979019165,0.033832911401987076,0.5225919628668614,0.014,11.75,1.0,3040,0,0,1.0,32.0,0.445333331823349,-0.030780278146266937,0.29866665601730347,0.2226666659116745
rademacher,linear,rademacher,bipolar,none,raw,,,,shift,2,32,64,30,30,cosine,uniform,1,32,0,0.5883333683013916,0.5820000171661377,0.01424721535295248,0.4480606548388468,0.009,11.75,1.0,3040,0,0,1.0,32.0,0.35466665029525757,-0.07258257269859314,0.16066665947437286,0.1106666624546051
very_sparse,linear,very_sparse,bipolar,none,raw,,,,shift,2,32,64,30,30,cosine,uniform,1,32,0,0.6299999952316284,0.6106666326522827,0.03536298871040344,0.429922756853338,0.009,4.8,1.0,1262,0,0,0.1318,32.0,0.3479999899864197,-0.067296601831913,0.20733332633972168,0.1340000033378601
count_sketch,linear,count_sketch,bipolar,none,raw,,,,shift,2,32,64,30,30,cosine,uniform,1,32,0,0.5724999904632568,0.5579999685287476,0.01602667011320591,0.461376124648011,0.009,4.0,1.0,1056,0,0,0.0312,29.0,0.41600000858306885,-0.034908123314380646,0.20933333039283752,0.14666666090488434
srht,linear,srht,bipolar,none,raw,,,,shift,2,32,64,30,30,cosine,uniform,1,32,0,0.44333335757255554,0.44066667556762695,-0.046141717582941055,0.3913509979033023,0.009,11.75,1.0,3040,0,0,1.0,25.0,0.335999995470047,-0.10768900066614151,0.21466666460037231,0.14399999380111694
orthogonal,linear,orthogonal,bipolar,none,raw,,,,shift,2,32,64,30,30,cosine,uniform,1,32,0,0.659166693687439,0.668666660785675,0.0578497089445591,0.46655949821725706,0.009,11.75,1.0,3040,0,0,1.0,32.0,0.4373333156108856,-0.03200956806540489,0.2800000011920929,0.18066667020320892
sobol,linear,sobol,bipolar,none,raw,,,,shift,2,32,64,30,30,cosine,uniform,1,32,0,0.5275000333786011,0.5479999780654907,0.000556858372874558,0.4197387826394158,0.01,11.75,1.0,3040,0,0,1.0,32.0,0.414000004529953,-0.05760832503437996,0.2693333327770233,0.1733333319425583
